Nama,communityId
2018 Triglav Trophy - men's singles,596
2018 Triglav Trophy - ladies' singles,596
2018 Rostelecom Cup - men's singles,596
2018 Rostelecom Cup - ladies' singles,596
2018 Warsaw Cup - senior men's singles,596
2018 Warsaw Cup - senior ladies' singles,596
2018 Internationaux de France - men's singles,596
2018 Internationaux de France - ladies' singles,596
2018 CS Tallinn Trophy - men's singles,596
2018 CS Tallinn Trophy - ladies' singles,596
Bosphorus Istanbul Cup 2018 - senior men's singles,596
Bosphorus Istanbul Cup 2018 - senior ladies' singles,596
2018 Denkova-Staviski Cup - senior men's singles,596
2018 Denkova-Staviski Cup - senior ladies' singles,596
2018 Open d'Andorra - senior men's singles,596
2018 Open d'Andorra - senior ladies' singles,596
2018 Christmas Cup - senior men's singles,596
2018 Christmas Cup - senior ladies' singles,596
2018 British Figure Skating Championships - senior men's singles,596
2018 British Figure Skating Championships - senior ladies' singles,596
2018 CS Golden Spin of Zagreb - ladies' singles,596
2018 CS Golden Spin of Zagreb - men's singles,596
2019 French Figure Skating Championships - ladies' singles,596
2019 French Figure Skating Championships - synchronized skating,596
2019 French Figure Skating Championships - men's singles,596
2019 Four National Figure Skating Championships - senior ladies,596
2019 Four National Figure Skating Championships - senior men,596
2018–19 Japan Figure Skating Championships - men's singles,596
2018–19 Japan Figure Skating Championships - ladies' singles,596
2019 Russian Figure Skating Championships - men's singles,596
2019 Russian Figure Skating Championships - ladies' singles,596
2018 Junior Grand Prix Slovakia - men's singles,596
2018 Junior Grand Prix Slovakia - ladies' singles,596
2018 Junior Grand Prix Austria - men's singles,596
2018 Junior Grand Prix Austria - ladies' singles,596
2019 Ukrainian Figure Skating Championships - men's singles,596
2019 Ukrainian Figure Skating Championships - ladies' singles,596
2019 German Figure Skating Championships - men's singles,596
2019 German Figure Skating Championships - ladies' singles,596
2019 Belgian Figure Skating Championships - ladies' singles,596
2019 Chinese Figure Skating Championships - men's singles,596
2019 Chinese Figure Skating Championships - ladies' singles,596
2018 Philadelphia Summer International - men's singles,596
2018 Philadelphia Summer International - ladies' singles,596
2018 Masters de patinage - senior men's singles,596
2018 Masters de patinage - senior ladies' singles,596
2018 Masters de patinage - senior synchronized skating,596
2018 Halloween Cup - senior men's singles,596
2018 Halloween Cup - senior ladies' singles,596
2018 Crystal Skate of Romania - senior men's singles,596
2018 Crystal Skate of Romania - senior ladies' singles,596
30th Golden Bear of Zagreb - senior men's singles,596
30th Golden Bear of Zagreb - senior ladies' singles,596
2018-2019 Australian Figure Skating Championships - senior men's singles,596
2018-2019 Australian Figure Skating Championships - senior ladies' singles,596
2018-2019 Lithuanian Figure Skating Championships - senior men's singles,596
2018-2019 Lithuanian Figure Skating Championships - senior ladies' singles,596
2018-2019 Swedish Figure Skating Championships - senior men's singles,596
2018-2019 Swedish Figure Skating Championships - senior ladies' singles,596
2019 Austrian Figure Skating Championships - men's singles,596
2019 Austrian Figure Skating Championships - ladies' singles,596
2018-2019 Italian Figure Skating Championships - senior men's singles,596
2018-2019 Italian Figure Skating Championships - senior ladies' singles,596
2018 New Zealand Figure Skating Championships - men's singles,596
2018 New Zealand Figure Skating Championships - ladies' singles,596
2018 Romanian Figure Skating Championships - men's singles,596
2018 Romanian Figure Skating Championships - ladies' singles,596
2018-2019 Bulgarian Figure Skating Championships - men's singles,596
2018-2019 Bulgarian Figure Skating Championships - ladies' singles,596
2018-2019 Japan Junior Figure Skating Championships - men's singles,596
2018-2019 Japan Junior Figure Skating Championships - ladies' singles,596
2018-2019 Estonian Figure Skating Championships - men's singles,596
2018-2019 Estonian Figure Skating Championships - ladies' singles,596
2019 Swiss Figure Skating Championships - men's singles,596
2019 Swiss Figure Skating Championships - ladies' singles,596
2018-2019 Belarusian Figure Skating Championships - men's singles,596
2018-2019 Belarusian Figure Skating Championships - ladies' singles,596
2018-2019 Finnish Figure Skating Championships - senior men's singles,596
2018-2019 Finnish Figure Skating Championships - senior ladies' singles,596
2018 Latvian Figure Skating Championships - senior ladies' singles,596
2018-2019 Slovenian Figure Skating Championships - senior ladies' singles,596
2018 European Figure Skating Championships - men's singles,596
2018 European Figure Skating Championships - ladies' singles,596
2018 Egna Spring Trophy - senior men's singles,596
2018 Egna Spring Trophy - senior ladies' singles,596
2018 Egna Spring Trophy - senior pair skating,596
2018 Coupe du Printemps - senior men's singles,596
2018 Coupe du Printemps - senior ladies' singles,596
2018 World Junior Figure Skating Championships - men's singles,596
2018 World Junior Figure Skating Championships - ladies' singles,596
3-Cushion World Cup 2018-1,596
2018 Four Continents Figure Skating Championships - men's singles,596
2018 Four Continents Figure Skating Championships - ladies' singles,596
2017 Internationaux de France - men's singles,596
2017 NHK Trophy - men's singles,596
2017 Rostelecom Cup - men's singles,596
2017 CS Autumn Classic International - men's singles,596
2017 CS Autumn Classic International - ladies' singles,596
2017 World Figure Skating Championships - men's singles,596
2017 World Figure Skating Championships - ladies' singles,596
2017–18 Grand Prix of Figure Skating Final - men's singles,596
2017 Skate America - men's singles,596
2017 Skate Canada International - men's singles,596
2017 Cup of China - men's singles,596
2017 European Figure Skating Championships - men's singles,596
2017 European Figure Skating Championships - ladies' singles,596
2017 Four Continents Figure Skating Championships - men's singles,596
2017 Four Continents Figure Skating Championships - ladies' singles,596
2017–18 Grand Prix of Figure Skating Final - ladies' singles,596
2017 Skate America - ladies' singles,596
cue sports,596
2017 Internationaux de France - ladies' singles,596
2017 NHK Trophy - ladies' singles,596
2017 Cup of China - ladies' singles,596
2017 Skate Canada International - ladies' singles,596
2017 Rostelecom Cup - ladies' singles,596
2017 Asian Open Figure Skating Trophy - senior men's singles,596
2017 Asian Open Figure Skating Trophy - senior ladies' singles,596
2017 World Junior Figure Skating Championships - men's singles,596
2017 World Junior Figure Skating Championships - ladies' singles,596
figure skating at the 2017 Winter Universiade – men's singles,596
figure skating at the 2017 Winter Universiade – ladies' singles,596
European Three-Cushion Championship 2017,596
2020 German Figure Skating Championships - senior men's singles,596
2020 German Figure Skating Championships - senior ladies' singles,596
2020 European Figure Skating Championships - men's singles,596
2020 European Figure Skating Championships - ladies' singles,596
2019-2020 Turkish Figure Skating Championships - senior men's singles,596
2019-2020 Turkish Figure Skating Championships - senior ladies' singles,596
2020 Norwegian Figure Skating Championships - senior men's singles,596
2020 Norwegian Figure Skating Championships - senior ladies' singles,596
2020 Canadian Figure Skating Championships - senior men's singles,596
2020 Canadian Figure Skating Championships - senior ladies' singles,596
2020 U.S. Figure Skating Championships - senior men's singles,596
2020 U.S. Figure Skating Championships - senior ladies' singles,596
2020 Mentor Toruń Cup - senior men's singles,596
2020 Mentor Toruń Cup - senior ladies' singles,596
2020 EduSport Trophy - senior men's singles,596
2020 EduSport Trophy - senior ladies' singles,596
2020 Skate Helena - senior ladies' singles,596
figure skating at the 2020 Reykjavík International Games - senior men's singles,596
figure skating at the 2020 Reykjavík International Games - senior ladies' singles,596
Dragon Trophy 2020 - senior men's singles,596
Dragon Trophy 2020 - senior ladies' singles,596
2020 Bavarian Open - senior men's singles,596
2020 Bavarian Open - senior ladies' singles,596
2020 Four Continents Figure Skating Championships - men's singles,596
2020 Four Continents Figure Skating Championships - ladies' singles,596
2020 Sofia Trophy - senior men's singles,596
2020 Sofia Trophy - senior ladies' singles,596
"NC Final Session – mixed pair, the 2019-2020 Edition",596
"NC Qualifying Session – mixed pair, the 2019-2020 Edition",596
2019 CS Finlandia Trophy - men's singles,596
2019 CS Finlandia Trophy - ladies' singles,596
contract bridge,596
Turkey,596
Romania,596
Iceland,596
2019 Halloween Cup - senior men's singles,596
2019 Halloween Cup - senior ladies' singles,596
2019 Denis Ten Memorial Challenge - senior men's singles,596
2019 Denis Ten Memorial Challenge - senior ladies' singles,596
2019 Skate America - men's singles,596
2019 Skate America - ladies' singles,596
2019 CS Ice Star - senior men's singles,596
2019 CS Ice Star - senior ladies' singles,596
31st Golden Bear of Zagreb - senior men's singles,596
31st Golden Bear of Zagreb - senior ladies' singles,596
2019 Skate Canada International - men's singles,596
2019 Skate Canada International - ladies' singles,596
2019 Internationaux de France - men's singles,596
2019 Internationaux de France - ladies' singles,596
Volvo Open Cup 40th - senior men's singles,596
Volvo Open Cup 40th - senior ladies' singles,596
2019 CS Asian Open Figure Skating Trophy - men's singles,596
2019 CS Asian Open Figure Skating Trophy - ladies' singles,596
2019 Cup of China - men's singles,596
2019 Cup of China - ladies' singles,596
2019 Russian Junior Figure Skating Championships - men's singles,596
2019 Russian Junior Figure Skating Championships - ladies' singles,596
figure skating at the 2019 Reykjavík International Games - senior ladies' singles,596
2019 Sofia Trophy - senior men's singles,596
2019 Sofia Trophy - senior ladies' singles,596
2019 Four Continents Figure Skating Championships - men's singles,596
2019 Four Continents Figure Skating Championships - ladies' singles,596
2006 Four Continents Figure Skating Championships - ladies' singles,596
2006–2007 Grand Prix of Figure Skating Final - men's singles,596
2006 Skate America - men's singles,596
2006 Skate Canada International - men's singles,596
2006 Cup of China - men's singles,596
2006 Trophée Eric Bompard - men's singles,596
2006 European Figure Skating Championships - men's singles,596
2006 European Figure Skating Championships - ladies' singles,596
2006 Skate America - ladies' singles,596
2006 Skate Canada International - ladies' singles,596
2006 Cup of China - ladies' singles,596
2006 Trophée Eric Bompard - ladies' singles,596
2006 Cup of Russia - ladies' singles,596
2006 NHK Trophy - ladies' singles,596
2005–06 French Basketball Cup,596
2006–2007 Grand Prix of Figure Skating Final - ladies' singles,596
2005 NHK Trophy - men's singles,596
2005 Cup of Russia - men's singles,596
2005 Four Continents Figure Skating Championships - men's singles,596
2005 Four Continents Figure Skating Championships - ladies' singles,596
2005–2006 Grand Prix of Figure Skating Final - men's singles,596
2005 Skate America - men's singles,596
2005 Skate Canada International - men's singles,596
2005 Cup of China - men's singles,596
2005 Trophée Éric Bompard - men's singles,596
2005 European Figure Skating Championships - men's singles,596
2005 European Figure Skating Championships - ladies' singles,596
2005 Skate America - ladies' singles,596
2005 Skate Canada International - ladies' singles,596
2005 Cup of China - ladies' singles,596
2005 Trophée Éric Bompard - ladies' singles,596
2005 Cup of Russia - ladies' singles,596
2005 NHK Trophy - ladies' singles,596
2005 French Basketball Cup,596
2005–2006 Grand Prix of Figure Skating Final - ladies' singles,596
2004 NHK Trophy - men's singles,596
2004 Cup of Russia - men's singles,596
2004 Four Continents Figure Skating Championships - men's singles,596
2004 Four Continents Figure Skating Championships - ladies' singles,596
2004–2005 Grand Prix of Figure Skating Final - men's singles,596
2004 Skate America - men's singles,596
2004 Skate Canada International - men's singles,596
2004 Cup of China - men's singles,596
2004 Trophée Éric Bompard - men's singles,596
2004 Skate America - ladies' singles,596
2004 Skate Canada International - ladies' singles,596
2004 NHK Trophy - ladies' singles,596
2004 Cup of China - ladies' singles,596
2004 Trophée Eric Bompard - ladies' singles,596
2004 Cup of Russia - ladies' singles,596
2004–2005 Grand Prix of Figure Skating Final - ladies' singles,596
2003 NHK Trophy - men's singles,596
2003 Cup of Russia - men's singles,596
2003 Four Continents Figure Skating Championships - men's singles,596
2003 Four Continents Figure Skating Championships - ladies' singles,596
2003–2004 Grand Prix of Figure Skating Final - men's singles,596
2003 Skate America - men's singles,596
2003 Cup of China - men's singles,596
2003 Trophée Lalique - men's singles,596
figure skating at the 2003 Asian Winter Games – men's singles,596
figure skating at the 2003 Asian Winter Games – women's singles,596
2003–2004 Grand Prix of Figure Skating Final - ladies' singles,596
Riga Grand Prix,596
Melaka Governor's Cup,596
"Latvia, Riga",596
Grand Prix Cycliste de Québec,596
"Quebec, Quebec City",596
Oman,596
Jūrmala Grand Prix,596
Midden–Brabant Poort Omloop,596
"Jūrmala, Latvia",596
"Gilze en Rijen, Netherlands",596
GP Viborg,596
Viborg Municipality,596
Dwars door de Vlaamse Ardennen,596
East Flanders,596
Balkan Elite Road Classics,596
Gran Premio de San José,596
Grand Prix Albert Fauville-Baulet,596
Gravel and Tar Classic,596
Clássica Aldeias do Xisto,596
Clássica da Arrábida,596
Elfstedenronde,596
Albania,596
Costa Rica,596
"Belgium, Hainaut Province",596
"Manawatū-Whanganui, Manawatū–Whanganui",596
Famenne Ardenne Classic,596
Hong Kong Challenge,596
Kalmar Grand Prix,596
Omloop Eurometropool,596
Pro Ötztaler 5500,596
Antwerp Port Epic,596
Grand Prix Velo Manavgat,596
figure skating at the 2017 Asian Winter Games – women's singles,596
figure skating at the 2017 Asian Winter Games – men's singles,596
figure skating at the 2017 European Youth Olympic Winter Festival - girls,596
figure skating at the 2017 European Youth Olympic Winter Festival - boys,596
Asia League Limited,596
2016 Trophée de France - men's singles,596
2016 NHK Trophy - men's singles,596
2016 Rostelecom Cup - men's singles,596
2016 CS Autumn Classic International - men's singles,596
2016 CS Autumn Classic International - ladies' singles,596
2016 World Figure Skating Championships - men's singles,596
2016 World Figure Skating Championships - ladies' singles,596
2016–17 Grand Prix of Figure Skating Final - men's singles,596
2016 Skate America - men's singles,596
2016 Skate Canada International - men's singles,596
2016 Cup of China - men's singles,596
2016 European Figure Skating Championships - men's singles,596
2016 European Figure Skating Championships - ladies' singles,596
2016 Four Continents Figure Skating Championships - men's singles,596
2016 Four Continents Figure Skating Championships - ladies' singles,596
2016–17 Grand Prix of Figure Skating Final - ladies' singles,596
2016 NHK Trophy - ladies' singles,596
2016 Cup of China - ladies' singles,596
2016 Trophée de France - ladies' singles,596
2016 Rostelecom Cup - ladies' singles,596
2016 Skate Canada International - ladies' singles,596
2016 Skate America - ladies' singles,596
2016 World Junior Figure Skating Championships - men's singles,596
2016 World Junior Figure Skating Championships - ladies' singles,596
2016-2017 ISU Junior Grand Prix Final - ladies' singles,596
2016-2017 ISU Junior Grand Prix Final - men's singles,596
2016 US Open of Surfing,596
Ironman Vichy,596
surfing,596
triathlon,596
Hong Kong,596
figure skating at the 2015 Winter Universiade – ladies' singles,596
figure skating at the 2015 Winter Universiade – men's singles,596
2015 US Open of Surfing,596
2015 Trophée Eric Bompard - men's singles,596
2015 NHK Trophy - men's singles,596
2015 Rostelecom Cup - men's singles,596
2015 World Figure Skating Championships - men's singles,596
2015 World Figure Skating Championships - ladies' singles,596
2015–16 Grand Prix of Figure Skating Final - men's singles,596
2015 Skate America - men's singles,596
2015 Skate Canada International - men's singles,596
2015 Cup of China - men's singles,596
2015 European Figure Skating Championships - men's singles,596
2015 European Figure Skating Championships - ladies' singles,596
2022 Aerobic Gymnastics World Championships,596
2022 Australian Grand Prix,596
2022 Emilia Romagna Grand Prix,596
2022 Miami Grand Prix,596
2022 Japanese Grand Prix,596
2022 United States Grand Prix,596
2022 Mexico City Grand Prix,596
2022 São Paulo Grand Prix,596
2022 Abu Dhabi Grand Prix,596
2022 World Athletics Championships – men's decathlon,596
figure skating at the 2022 European Youth Olympic Winter Festival - boys,596
figure skating at the 2022 European Youth Olympic Winter Festival - girls,596
2022 U.S. Figure Skating Championships - senior men's singles,596
2022 World Figure Skating Championships - men's singles,596
2022 World Figure Skating Championships - women' singles,596
formula racing,596
figure skating,596
aerobic gymnastics,596
auto racing,596
decathlon,596
United Arab Emirates,596
2011 Trophée Eric Bompard - men's singles,596
2011 NHK Trophy - men's singles,596
2011 Cup of Russia - men's singles,596
2011 World Figure Skating Championships - men's singles,596
2011 World Figure Skating Championships - ladies' singles,596
2011 European Figure Skating Championships - men's singles,596
2011 European Figure Skating Championships - ladies' singles,596
2011–2012 Grand Prix of Figure Skating Final - men's singles,596
2011 Skate America - men's singles,596
2011 Skate Canada International - men's singles,596
2011 Cup of China - men's singles,596
2011 Four Continents Figure Skating Championships - men's singles,596
2011 Four Continents Figure Skating Championships - ladies' singles,596
2011–2012 Grand Prix of Figure Skating Final - ladies' singles,596
2011 Rostelecom Cup - ladies' singles,596
2011 Trophée Eric Bompard - ladies' singles,596
2011 NHK Trophy - ladies' singles,596
2011 Cup of China - ladies' singles,596
figure skating at the 2011 Asian Winter Games – men's singles,596
figure skating at the 2011 Asian Winter Games – women's singles,596
2011 Skate Canada International - ladies' singles,596
2011 Skate America - ladies' singles,596
2010 Trophée Eric Bompard - men's singles,596
2010 NHK Trophy - men's singles,596
2010 Cup of Russia - men's singles,596
2010 European Figure Skating Championships - men's singles,596
2010 European Figure Skating Championships - ladies' singles,596
2010–2011 Grand Prix of Figure Skating Final - men's singles,596
2010 Skate America - men's singles,596
2010 Skate Canada International - men's singles,596
2010 Cup of China - men's singles,596
2010 Four Continents Figure Skating Championships - men's singles,596
2010 Four Continents Figure Skating Championships - ladies' singles,596
2010 World Figure Skating Championships - men's singles,596
2010 World Figure Skating Championships - ladies' singles,596
2010–2011 Grand Prix of Figure Skating Final - ladies' singles,596
2010 Trophée Eric Bompard - ladies' singles,596
2010 Cup of Russia - ladies' singles,596
2010 Skate America - ladies' singles,596
2010 Cup of China - ladies' singles,596
2010 Skate Canada International - ladies' singles,596
2010 NHK Trophy - ladies' singles,596
2009 Trophée Eric Bompard - men's singles,596
2009 NHK Trophy - men's singles,596
2009 Cup of Russia - men's singles,596
2009 Four Continents Figure Skating Championships - men's singles,596
2009 Four Continents Figure Skating Championships - ladies' singles,596
2009 European Figure Skating Championships - men's singles,596
2009 European Figure Skating Championships - ladies' singles,596
2009–2010 Grand Prix of Figure Skating Final - men's singles,596
2009 Skate America - men's singles,596
2009 Skate Canada International - men's singles,596
2009 Cup of China - men's singles,596
2009 Skate Canada International - ladies' singles,596
2009 Skate America - ladies' singles,596
2019-2020 Danish Figure Skating Championships - senior men's singles,596
2019-2020 Danish Figure Skating Championships - senior ladies' singles,596
2019-2020 Lithuanian Figure Skating Championships - senior ladies' singles,596
2019-2020 Swiss Figure Skating Championships - senior men's singles,596
2019-2020 Swiss Figure Skating Championships - senior ladies' singles,596
2019 Israeli Figure Skating Championships - senior men's singles,596
2019 Israeli Figure Skating Championships - senior ladies' singles,596
2019-2020 Austrian Figure Skating Championships - senior men's singles,596
2019-2020 Austrian Figure Skating Championships - senior synchronized skating,596
2019-2020 Austrian Figure Skating Championships - senior ladies' singles,596
2020 Four National Figure Skating Championships - senior men's singles,596
2020 Four National Figure Skating Championships - senior ladies' singles,596
2019-2020 Italian Figure Skating Championships - senior synchronized skating,596
2019-2020 Italian Figure Skating Championships - senior men's singles,596
2019-2020 Italian Figure Skating Championships - senior ladies' singles,596
2019-2020 Swedish Figure Skating Championships - senior men's singles,596
2019-2020 Swedish Figure Skating Championships - senior ladies' singles,596
2019-2020 Estonian Figure Skating Championships - senior men's singles,596
2019-2020 Estonian Figure Skating Championships - senior ladies' singles,596
2019-2020 Spanish Figure Skating Championships - senior synchronized skating,596
2019-2020 Spanish Figure Skating Championships - senior men's singles,596
2019-2020 Spanish Figure Skating Championships - senior ladies' singles,596
2019-2020 Croatian Figure Skating Championships - senior men's singles,596
2019-2020 Croatian Figure Skating Championships - senior ladies' singles,596
2019-2020 Croatian Figure Skating Championships - senior synchronized skating,596
2019-2020 Finnish Figure Skating Championships - senior men's singles,596
2019-2020 Finnish Figure Skating Championships - senior ladies' singles,596
2019 Latvian Figure Skating Championships - senior men's singles,596
2019 Latvian Figure Skating Championships - senior ladies' singles,596
2019 Latvian Figure Skating Championships - senior synchronized skating,596
2019-2020 Slovenian Figure Skating Championships - senior ladies' singles,596
2019-2020 Ukrainian Figure Skating Championships - men's singles,596
2019-2020 Ukrainian Figure Skating Championships - ladies' singles,596
basketball at the 2019 European Games – men's tournament,596
basketball at the 2019 European Games – women's tournament,596
2019 Junior Grand Prix France - men's singles,596
2019 Junior Grand Prix France - ladies' singles,596
2019 Philadelphia Summer International - senior ladies' singles,596
2019 Philadelphia Summer International - senior men's singles,596
2019 Philadelphia Summer International - junior men's singles,596
2019-2020 Chinese Taipei Figure Skating Championships - senior men's singles,596
2019-2020 Chinese Taipei Figure Skating Championships - senior ladies' singles,596
2019 Tayside Trophy - senior men's singles,596
2019 Tayside Trophy - senior ladies' singles,596
2019 Junior Grand Prix United States - men's singles,596
2019 Junior Grand Prix United States - ladies' singles,596
2019 Junior Grand Prix Latvia - men's singles,596
2019 Junior Grand Prix Latvia - ladies' singles,596
2019 Junior Grand Prix Russia - men's singles,596
2019 Junior Grand Prix Russia - ladies' singles,596
basketball,596
Belgium,596
Taiwan,596
2019 CS Autumn Classic International - men's singles,596
2019 CS Autumn Classic International - ladies' singles,596
2019 Lombardia Trophy - men's singles,596
2019 Lombardia Trophy - ladies' singles,596
2019 Romanian Figure Skating Championships - men's singles,596
2019 Romanian Figure Skating Championships - ladies' singles,596
2019 Junior Grand Prix Poland - men's singles,596
2019 Junior Grand Prix Poland - ladies' singles,596
2019 CS U.S. International Figure Skating Classic - men's singles,596
2019 CS U.S. International Figure Skating Classic - ladies' singles,596
2019 CS Ondrej Nepela Trophy - men's singles,596
2019 CS Ondrej Nepela Trophy - ladies' singles,596
2019 ISU World Team Trophy in Figure Skating - men's singles,596
2019 ISU World Team Trophy in Figure Skating - ladies' singles,596
2019 CS Nebelhorn Trophy - men's singles,596
2019 CS Nebelhorn Trophy - ladies' singles,596
Gylne Gutuer,596
Lillehammer GP,596
Oita Urban Classic,596
"Belgium, Marche-en-Famenne",596
"Kalmar, Sweden",596
"Belgium, West Flanders",596
"Manavgat, Turkey",596
Ōita (city),596
Grand Prix Velo Erciyes,596
Kayseri Province,596
Grand Prix Cappadocia,596
Grand Prix Central Anatolia,596
Grand Prix Develi,596
Classic Grand Besançon Doubs,596
Grand Prix Mediterranean WE,596
Mercan'Tour Classic,596
Per sempre Alfredo,596
Anatolia,596
Doubs,596
Alpes-Maritimes,596
Tuscany,596
Veneto Classic,596
Elfstedenrace,596
Veneto,596
"Friesland, Netherlands",596
Figueira Champions Classic,596
Muscat Classic,596
Muur Classic Geraardsbergen,596
Classic Var,596
"Belgium, Geraardsbergen",596
Var (department),596
Andorra MoraBanc Clàssica,596
Pointe du Raz Ladies Classic,596
2009 NHK Trophy - ladies' singles,596
2009 Rostelecom Cup - ladies' singles,596
2009 Cup of China - ladies' singles,596
2009 NRW Trophy - senior men's singles,596
2009 NRW Trophy - senior ladies' singles,596
2009 World Figure Skating Championships - men's singles,596
2009 World Figure Skating Championships - ladies' singles,596
figure skating at the 2009 Winter Universiade – ladies' singles,596
figure skating at the 2009 Winter Universiade - men's singles,596
figure skating at the 2009 Winter Universiade - synchronized skating,596
2009–2010 Grand Prix of Figure Skating Final - ladies' singles,596
2009 Trophée Eric Bompard - ladies' singles,596
2008 Trophée Eric Bompard - men's singles,596
2008 NHK Trophy - men's singles,596
2008 Cup of Russia - men's singles,596
2008 Four Continents Figure Skating Championships - men's singles,596
2008 Four Continents Figure Skating Championships - ladies' singles,596
2008–2009 Grand Prix of Figure Skating Final - men's singles,596
2008 Skate America - men's singles,596
2008 Skate Canada International - men's singles,596
2008 Cup of China - men's singles,596
2008 European Figure Skating Championships - men's singles,596
2008 European Figure Skating Championships - ladies' singles,596
2008 Skate America - ladies' singles,596
2008 Skate Canada International - ladies' singles,596
2008 Cup of China - ladies' singles,596
2008 Trophée Eric Bompard - ladies' singles,596
2008 Cup of Russia - ladies' singles,596
2008 NHK Trophy - ladies' singles,596
2008 NRW Trophy - senior men's singles,596
2008 NRW Trophy - senior ladies' singles,596
2008–2009 Grand Prix of Figure Skating Final - ladies' singles,596
figure skating at the 2007 Asian Winter Games – women's singles,596
figure skating at the 2007 Asian Winter Games – men's singles,596
2007 Trophée Eric Bompard - men's singles,596
2007 NHK Trophy - men's singles,596
2007 Cup of Russia - men's singles,596
2007 Four Continents Figure Skating Championships - men's singles,596
2007 Four Continents Figure Skating Championships - ladies' singles,596
2007–2008 Grand Prix of Figure Skating Final - men's singles,596
2007 Skate America - men's singles,596
2007 Skate Canada International - men's singles,596
2007 Cup of China - men's singles,596
2007 European Figure Skating Championships - men's singles,596
2007 European Figure Skating Championships - ladies' singles,596
2007 Skate America - ladies' singles,596
2007 Skate Canada International - ladies' singles,596
2007 Cup of China - ladies' singles,596
2007 Trophée Eric Bompard - ladies' singles,596
2007 Cup of Russia - ladies' singles,596
2007 NHK Trophy - ladies' singles,596
2007 NRW Trophy - senior men's singles,596
2007 NRW Trophy - senior ladies' singles,596
figure skating at the 2007 Winter Universiade - men's singles,596
figure skating at the 2007 Winter Universiade - ladies' singles,596
2007–2008 Grand Prix of Figure Skating Final - ladies' singles,596
2006 NHK Trophy - men's singles,596
2006 Cup of Russia - men's singles,596
2006 Four Continents Figure Skating Championships - men's singles,596
48th World Championship – Sporting – Portugal – July 2026,596
Grand Prix of New Zealand – Sporting (February 2026),596
Grand Prix of Portugal – Sporting (March 2026),596
2025 FIVB Beach Volleyball U18 World Championships – Women's tournament,596
Individual dressage at the 2025 European Dressage Championships,596
2024 Hungarian Grand Prix,596
2024 World Figure Skating Championships - men's singles,596
2024 World Figure Skating Championships - women's singles,596
2002 NHK Trophy - men's singles,596
2002 Bofrost Cup on Ice - men's singles,596
2002 Cup of Russia - men's singles,596
2002 Trophée Lalique - men's singles,596
Australia World Cup,596
Circuit de Wallonie,596
Japan Cup (cycling),596
Memorial Grundmanna I Wizowskiego,596
Memoriał Romana Siemińskiego,596
Tour de Okinawa,596
Tour of South China Sea,596
Trofeo Edil C,596
Van Merksteijn Fences Classic,596
Dwars door het Hageland,596
Classic cycle races,596
"Australia, Canberra, Geelong, Snowy Mountains, Sydney",596
Wallonia,596
Peninsular Malaysia,596
"Masovian Voivodeship, Poland",596
"Japan, Okinawa Prefecture",596
Guangdong,596
"Italy, Province of Parma",596
"Belgium, Zwevegem",596
Flemish Brabant,596
figure skating at the 2013 Winter Universiade – men's singles,596
figure skating at the 2013 Winter Universiade – ladies' singles,596
2013 Trophée Eric Bompard - men's singles,596
2013 NHK Trophy - men's singles,596
2013 Rostelecom Cup - men's singles,596
2013 World Figure Skating Championships - men's singles,596
2013 World Figure Skating Championships - ladies' singles,596
2013 European Figure Skating Championships - men's singles,596
2013 European Figure Skating Championships - ladies' singles,596
2013–14 Grand Prix of Figure Skating Final - men's singles,596
2013 Skate America - men's singles,596
2013 Skate Canada International - men's singles,596
2013 Cup of China - men's singles,596
2013 Four Continents Figure Skating Championships - men's singles,596
2013 Four Continents Figure Skating Championships - ladies' singles,596
2013–14 Grand Prix of Figure Skating Final - ladies' singles,596
2013 Rostelecom Cup - ladies' singles,596
2013 Trophée Eric Bompard - ladies' singles,596
2013 NHK Trophy - ladies' singles,596
2013 Cup of China - ladies' singles,596
2013 Skate Canada International - ladies' singles,596
2013 Skate America - ladies' singles,596
28th Mamaia International Bridge Festival,596
35-th Brașov International Bridge Festival,596
2013 US Open of Surfing,596
2012 Trophée Eric Bompard - men's singles,596
2012 NHK Trophy - men's singles,596
2012 Rostelecom Cup - men's singles,596
2012 World Figure Skating Championships - men's singles,596
2012 World Figure Skating Championships - ladies' singles,596
2012 European Figure Skating Championships - men's singles,596
2012 European Figure Skating Championships - ladies' singles,596
2012–2013 Grand Prix of Figure Skating Final - men's singles,596
2012 Skate America - men's singles,596
2012 Skate Canada International - men's singles,596
2012 Cup of China - men's singles,596
2012 Four Continents Figure Skating Championships - men's singles,596
2012 Four Continents Figure Skating Championships - ladies' singles,596
2012–2013 Grand Prix of Figure Skating Final - ladies' singles,596
2012 NHK Trophy - ladies' singles,596
2012 Trophée Eric Bompard - ladies' singles,596
2012 Rostelecom Cup - ladies' singles,596
2012 Cup of China - ladies' singles,596
2012 Skate Canada International - ladies' singles,596
2012 Skate America - ladies' singles,596
27th Mamaia International Bridge Festival,596
figure skating at the 2011 Winter Universiade – ladies' singles,596
figure skating at the 2011 Winter Universiade – men's singles,596
2019 Junior Grand Prix Croatia - men's singles,596
2019 Junior Grand Prix Croatia - ladies' singles,596
2019 Masters de patinage - senior men's singles,596
2019 Masters de patinage - senior ladies' singles,596
2019 Masters de patinage - senior synchronized skating,596
2019 Shanghai Trophy - men's singles,596
2019 Shanghai Trophy - ladies' singles,596
