nama_event,cabang_olahraga,lokasi,tahun
2020–21 Biathlon World Cup – Stage 2,biathlon,Finland,2020
2020–21 Biathon World Cup – Stage 3,biathlon,Austria,2020
2020–21 Biathlon World Cup – Stage 4,biathlon,Austria,2020
"2021 KNSB Dutch Single Distance Championships – Men's 10,000 m",speed skating,Netherlands,2020
2021 KNSB Dutch Single Distance Championships – Men's 5000 m,speed skating,Netherlands,2020
2021 KNSB Dutch Single Distance Championships – Men's 1500 m,speed skating,Netherlands,2020
2021 KNSB Dutch Single Distance Championships – Men's 1000 m,speed skating,Netherlands,2020
2021 KNSB Dutch Single Distance Championships – Men's 500 m,speed skating,Netherlands,2020
Q106374260,basketball,Italy,2020
"NC Final Session – mixed pair, the 2019-2020 Edition",contract bridge,Romania,2020
"NC Qualifying Session – mixed pair, the 2019-2020 Edition",contract bridge,Romania,2020
3-Cushion World Cup 2019-7,carom billiards,Egypt,2019
Q71017467,carom billiards,South Korea,2019
3-Cushion World Cup 2019-5,carom billiards,Netherlands,2019
2019 Lausanne Billard Masters,three-cushion billiards,Switzerland,2019
Q71550356,three-cushion billiards,Germany,2019
volleyball at the 2019 Military World Games – women's tournament,volleyball,Brazil,2019
volleyball at the 2019 Military World Games – men's tournament,volleyball,Brazil,2019
2019 CS Finlandia Trophy - men's singles,men's singles,Finland,2019
2019 CS Finlandia Trophy - ladies' singles,ladies' singles,Finland,2019
2019 CS Finlandia Trophy - pair skating,pair skating,Finland,2019
2019 CS Finlandia Trophy - ice dancing,ice dance,Finland,2019
2019 Halloween Cup - senior men's singles,men's singles,Hungary,2019
2019 Halloween Cup - senior ladies' singles,ladies' singles,Hungary,2019
2019 Halloween Cup - senior ice dancing,ice dance,Hungary,2019
2019 Denis Ten Memorial Challenge - senior men's singles,men's singles,Kazakhstan,2019
2019 Denis Ten Memorial Challenge - senior ladies' singles,ladies' singles,Kazakhstan,2019
2019 Denis Ten Memorial Challenge - senior pair skating,pair skating,Kazakhstan,2019
2019 Denis Ten Memorial Challenge - senior ice dancing,ice dance,Kazakhstan,2019
2019 Skate America - men's singles,men's singles,United States,2019
2019 Skate America - ladies' singles,ladies' singles,United States,2019
2019 Skate America - pair skating,pair skating,United States,2019
2019 Skate America - ice dancing,ice dance,United States,2019
2019 CS Ice Star - senior men's singles,men's singles,Belarus,2019
2019 CS Ice Star - senior ladies' singles,ladies' singles,Belarus,2019
2019 CS Ice Star - senior ice dancing,ice dance,Belarus,2019
31st Golden Bear of Zagreb - senior men's singles,men's singles,Croatia,2019
31st Golden Bear of Zagreb - senior ladies' singles,ladies' singles,Croatia,2019
2019 Skate Canada International - men's singles,men's singles,Canada,2019
2019 Skate Canada International - ladies' singles,ladies' singles,Canada,2019
2019 Skate Canada International - pair skating,pair skating,Canada,2019
2019 Skate Canada International - ice dancing,ice dance,Canada,2019
2019 Internationaux de France - men's singles,men's singles,France,2019
2019 Internationaux de France - ladies' singles,ladies' singles,France,2019
2019 Internationaux de France - pair skating,pair skating,France,2019
2019 Internationaux de France - ice dancing,ice dance,France,2019
Volvo Open Cup 40th - senior ice dancing,ice dance,Latvia,2019
Volvo Open Cup 40th - senior pair skating,pair skating,Latvia,2019
Volvo Open Cup 40th - senior men's singles,men's singles,Latvia,2019
Volvo Open Cup 40th - senior ladies' singles,ladies' singles,Latvia,2019
2019 CS Asian Open Figure Skating Trophy - men's singles,men's singles,People's Republic of China,2019
2019 CS Asian Open Figure Skating Trophy - ladies' singles,ladies' singles,People's Republic of China,2019
2019 CS Asian Open Figure Skating Trophy - ice dancing,ice dance,People's Republic of China,2019
2019 Cup of China - men's singles,men's singles,People's Republic of China,2019
2019 Cup of China - ladies' singles,ladies' singles,People's Republic of China,2019
2019 Cup of China - pair skating,pair skating,People's Republic of China,2019
2019 Cup of China - ice dancing,ice dance,People's Republic of China,2019
2019–20 Biathlon World Cup – Stage 1,biathlon,Sweden,2019
2019 Russian Junior Figure Skating Championships - men's singles,men's singles,Russia,2019
2019 Russian Junior Figure Skating Championships - ladies' singles,ladies' singles,Russia,2019
2019 Russian Junior Figure Skating Championships - ice dancing,ice dance,Russia,2019
2019 Russian Junior Figure Skating Championships - pair skating,pair skating,Russia,2019
2019–20 Biathlon World Cup – Stage 3,biathlon,France,2019
2019–20 Biathlon World Cup – Stage 2,biathlon,Austria,2019
figure skating at the 2019 Reykjavík International Games - senior ladies' singles,ladies' singles,Iceland,2019
2019 Sofia Trophy - senior men's singles,men's singles,Bulgaria,2019
2019 Sofia Trophy - senior ladies' singles,ladies' singles,Bulgaria,2019
2019 Four Continents Figure Skating Championships - men's singles,men's singles,United States,2019
2019 Four Continents Figure Skating Championships - ladies' singles,ladies' singles,United States,2019
2019 Four Continents Figure Skating Championships - pair skating,pair skating,United States,2019
2019 Four Continents Figure Skating Championships - ice dancing,ice dance,United States,2019
2019 Nordic Figure Skating Championships - senior men's singles,men's singles,Sweden,2019
2019 Nordic Figure Skating Championships - senior ladies' singles,ladies' singles,Sweden,2019
2019 Bavarian Open - senior pair skating,pair skating,Germany,2019
2019 Bavarian Open - senior men's singles,men's singles,Germany,2019
2019 Bavarian Open - senior ladies' singles,ladies' singles,Germany,2019
2019 Bavarian Open - senior ice dancing,ice dance,Germany,2019
Dragon Trophy 2019 - senior men's singles,men's singles,Slovenia,2019
Dragon Trophy 2019 - senior ladies' singles,ladies' singles,Slovenia,2019
figure skating at the 2019 European Youth Olympic Winter Festival - boys,men's singles,Bosnia and Herzegovina,2019
figure skating at the 2019 European Youth Olympic Winter Festival - girls,ladies' singles,Bosnia and Herzegovina,2019
2019 Egna Dance Trophy - senior ice dancing,ice dance,Italy,2019
2019 Jégvirág Cup - senior men's singles,men's singles,Hungary,2019
2019 Jégvirág Cup - senior ladies' singles,ladies' singles,Hungary,2019
2019 Russian Cup Final - senior men's singles,men's singles,Russia,2019
2019 Russian Cup Final - senior ladies' singles,ladies' singles,Russia,2019
2019 Russian Cup Final - senior ice dancing,ice dance,Russia,2019
2019 Russian Cup Final - senior pair skating,pair skating,Russia,2019
2019 Open Ice Mall Cup - senior men's singles,men's singles,Israel,2019
2019 Open Ice Mall Cup - senior ladies' singles,ladies' singles,Israel,2019
2019 Open Ice Mall Cup - senior pair skating,pair skating,Israel,2019
2019 Open Ice Mall Cup - senior ice dancing,ice dance,Israel,2019
2019 Challenge Cup - senior men's singles,men's singles,Netherlands,2019
2019 Challenge Cup - senior pair skating,pair skating,Netherlands,2019
2019 Challenge Cup - senior ladies' singles,ladies' singles,Netherlands,2019
2019 Tallink Hotels Cup - senior men's singles,men's singles,Estonia,2019
2019 Tallink Hotels Cup - senior ladies' singles,ladies' singles,Estonia,2019
2019 Cup of Tyrol - senior men's singles,men's singles,Austria,2019
2019 Cup of Tyrol - senior ladies' singles,ladies' singles,Austria,2019
2018–19 ISU Speed Skating World Cup – World Cup 5,long track speed skating,Norway,2019
2019 Norwegian Figure Skating Championships - senior ladies' singles,ladies' singles,Norway,2019
2019 Norwegian Figure Skating Championships - senior men's singles,men's singles,Norway,2019
2018 EDU Sport Trophy - senior ladies' singles,ladies' singles,Romania,2019
2019 EduSport Trophy - senior men's singles,men's singles,Romania,2019
2019 EduSport Trophy - senior ladies' singles,ladies' singles,Romania,2019
2019 Mentor Toruń Cup - senior ladies' singles,ladies' singles,Poland,2019
2019 Mentor Toruń Cup - senior men's singles,men's singles,Poland,2019
2019 Mentor Toruń Cup - senior ice dancing,ice dance,Poland,2019
2019 Skate Helena - senior men's singles,men's singles,Serbia,2019
2019 Skate Helena - senior ladies' singles,ladies' singles,Serbia,2019
2019 South Korean Figure Skating Championships - senior ladies' singles,ladies' singles,South Korea,2019
2019 South Korean Figure Skating Championships - senior men's singles,men's singles,South Korea,2019
2019 Canadian Figure Skating Championships - senior men's singles,men's singles,Canada,2019
2019 Canadian Figure Skating Championships - senior ladies' singles,ladies' singles,Canada,2019
2019 Canadian Figure Skating Championships - senior pair skating,pair skating,Canada,2019
2019 Canadian Figure Skating Championships - senior ice dancing,ice dance,Canada,2019
2019 European Figure Skating Championships - men's singles,men's singles,Belarus,2019
2019 European Figure Skating Championships - ladies' singles,ladies' singles,Belarus,2019
2019 European Figure Skating Championships - pair skating,pair skating,Belarus,2019
2019 European Figure Skating Championships - ice dancing,ice dance,Belarus,2019
Q60847510,three-cushion billiards,Turkey,2019
2019 United States Figure Skating Championships - senior men's singles,men's singles,United States,2019
2019 United States Figure Skating Championships - senior ladies' singles,ladies' singles,United States,2019
2019 United States Figure Skating Championships - senior pair skating,pair skating,United States,2019
2019 United States Figure Skating Championships - senior ice dancing,ice dance,United States,2019
2018–19 ISU Speed Skating World Cup – World Cup 6,long track speed skating,United States,2019
2019 World Junior Figure Skating Championships - men's singles,men's singles,Croatia,2019
2019 World Junior Figure Skating Championships - ladies' singles,ladies' singles,Croatia,2019
2019 World Junior Figure Skating Championships - pair skating,pair skating,Croatia,2019
2019 World Junior Figure Skating Championships - ice dancing,ice dance,Croatia,2019
figure skating at the 2019 Winter Universiade - men's singles,men's singles,Russia,2019
figure skating at the 2019 Winter Universiade - ladies' singles,ladies' singles,Russia,2019
figure skating at the 2019 Winter Universiade - pair skating,pair skating,Russia,2019
figure skating at the 2019 Winter Universiade - ice dancing,ice dance,Russia,2019
figure skating at the 2019 Winter Universiade - synchronized skating,synchronized skating,Russia,2019
2019 CS Warsaw Cup - men's singles,men's singles,Poland,2019
2019 CS Warsaw Cup - ladies' singles,ladies' singles,Poland,2019
2019 CS Warsaw Cup - pair skating,pair skating,Poland,2019
2019 CS Warsaw Cup - ice dancing,ice dance,Poland,2019
2019 Icelab International Cup - senior pair skating,pair skating,Italy,2019
2019 Pavel Roman Memorial - senior ice dancing,ice dance,Czech Republic,2019
2019 Prague Ice Cup - senior men's singles,men's singles,Czech Republic,2019
2019 Prague Ice Cup - senior ladies' singles,ladies' singles,Czech Republic,2019
2019 Tallinn Trophy - senior men's singles,men's singles,Estonia,2019
2019 Tallinn Trophy - senior ladies' singles,ladies' singles,Estonia,2019
2019 Denkova-Staviski Cup - senior men's singles,men's singles,Bulgaria,2019
2019 Denkova-Staviski Cup - senior ladies' singles,ladies' singles,Bulgaria,2019
2019 Rostelecom Cup - men's singles,men's singles,Russia,2019
2019 Rostelecom Cup - ladies' singles,ladies' singles,Russia,2019
2019 Rostelecom Cup - pair skating,pair skating,Russia,2019
2019 Rostelecom Cup - ice dancing,ice dance,Russia,2019
2019 Open d'Andorra - senior men's singles,men's singles,Andorra,2019
2019 Open d'Andorra - senior ladies' singles,ladies' singles,Andorra,2019
2019 Open d'Andorra - senior ice dancing,ice dance,Andorra,2019
2019-2020 Belarusian Figure Skating Championships - senior ladies' singles,ladies' singles,Belarus,2019
2019-2020 Belarusian Figure Skating Championships - senior men's singles,men's singles,Belarus,2019
2019 NHK Trophy - men's singles,men's singles,Japan,2019
2019 NHK Trophy - ladies' singles,ladies' singles,Japan,2019
2019 NHK Trophy - pair skating,pair skating,Japan,2019
2019 NHK Trophy - ice dancing,ice dance,Japan,2019
figure skating at the 2019 Southeast Asian Games - men's singles,men's singles,Philippines,2019
figure skating at the 2019 Southeast Asian Games - ladies' singles,ladies' singles,Philippines,2019
2019 CS Golden Spin of Zagreb - senior men's singles,men's singles,Croatia,2019
2019 CS Golden Spin of Zagreb - senior ladies' singles,ladies' singles,Croatia,2019
2019 CS Golden Spin of Zagreb - senior pair skating,pair skating,Croatia,2019
2019 CS Golden Spin of Zagreb - senior ice dancing,ice dance,Croatia,2019
2019–20 Grand Prix of Figure Skating Final - men's singles,men's singles,Italy,2019
2019–20 Grand Prix of Figure Skating Final - ladies' singles,ladies' singles,Italy,2019
2019–20 Grand Prix of Figure Skating Final - pair skating,pair skating,Italy,2019
2019–20 Grand Prix of Figure Skating Final - ice dancing,ice dance,Italy,2019
2019-2020 ISU Junior Grand Prix Final - men's singles,men's singles,Italy,2019
2019-2020 ISU Junior Grand Prix Final - ladies' singles,ladies' singles,Italy,2019
2019-2020 ISU Junior Grand Prix Final - pair skating,pair skating,Italy,2019
2019-2020 ISU Junior Grand Prix Final - ice dancing,ice dance,Italy,2019
2019–20 Japan Figure Skating Championships - men's singles,men's singles,Japan,2019
2019–20 Japan Figure Skating Championships - ladies' singles,ladies' singles,Japan,2019
2019–20 Japan Figure Skating Championships - pair skating,pair skating,Japan,2019
2019–20 Japan Figure Skating Championships - ice dancing,ice dance,Japan,2019
2019-2020 French Figure Skating Championships - men's singles,men's singles,France,2019
2019-2020 French Figure Skating Championships - ladies' singles,ladies' singles,France,2019
