nama_event,cabang_olahraga,lokasi,tahun
2020 Russian Figure Skating Championships - ice dancing,ice dance,Russia,2019
2019-2020 Belgian Figure Skating Championships - senior ladies' singles,ladies' singles,Belgium,2019
2019 Serbian Figure Skating Championships - senior ladies' singles,ladies' singles,Serbia,2019
2019 British Figure Skating Championships - senior men's singles,men's singles,United Kingdom,2019
2019 British Figure Skating Championships - senior ladies' singles,ladies' singles,United Kingdom,2019
2019 British Figure Skating Championships - senior pair skating,pair skating,United Kingdom,2019
2019 British Figure Skating Championships - senior ice dancing,ice dance,United Kingdom,2019
2019-2020 Danish Figure Skating Championships - senior men's singles,men's singles,Denmark,2019
2019-2020 Danish Figure Skating Championships - senior ladies' singles,ladies' singles,Denmark,2019
2019-2020 Danish Figure Skating Championships - senior ice dancing,ice dance,Denmark,2019
2019-2020 Lithuanian Figure Skating Championships - senior ladies' singles,ladies' singles,Lithuania,2019
2019-2020 Swiss Figure Skating Championships - senior men's singles,men's singles,Switzerland,2019
2019-2020 Swiss Figure Skating Championships - senior ladies' singles,ladies' singles,Switzerland,2019
2019-2020 Swiss Figure Skating Championships - senior pair skating,pair skating,Switzerland,2019
2019-2020 Swiss Figure Skating Championships - senior ice dancing,ice dance,Switzerland,2019
2019 Israeli Figure Skating Championships - senior men's singles,men's singles,Israel,2019
2019 Israeli Figure Skating Championships - senior ladies' singles,ladies' singles,Israel,2019
2019 Israeli Figure Skating Championships - senior pair skating,pair skating,Israel,2019
2019-2020 Austrian Figure Skating Championships - senior men's singles,men's singles,Austria,2019
2019-2020 Austrian Figure Skating Championships - senior synchronized skating,synchronized skating,Austria,2019
2019-2020 Austrian Figure Skating Championships - senior ladies' singles,ladies' singles,Austria,2019
2019-2020 Austrian Figure Skating Championships - senior pair skating,pair skating,Austria,2019
2020 Four National Figure Skating Championships - senior men's singles,men's singles,Czech Republic,2019
2020 Four National Figure Skating Championships - senior ladies' singles,ladies' singles,Czech Republic,2019
2020 Four National Figure Skating Championships - senior pair skating,pair skating,Czech Republic,2019
2020 Four National Figure Skating Championships - senior ice dancing,ice dance,Czech Republic,2019
2019-2020 Italian Figure Skating Championships - senior synchronized skating,synchronized skating,Italy,2019
2019-2020 Italian Figure Skating Championships - senior men's singles,men's singles,Italy,2019
2019-2020 Italian Figure Skating Championships - senior ladies' singles,ladies' singles,Italy,2019
2019-2020 Italian Figure Skating Championships - senior pair skating,pair skating,Italy,2019
2019-2020 Italian Figure Skating Championships - senior ice dancing,ice dance,Italy,2019
2019-2020 Swedish Figure Skating Championships - senior men's singles,men's singles,Sweden,2019
2019-2020 Swedish Figure Skating Championships - senior ladies' singles,ladies' singles,Sweden,2019
2019-2020 Estonian Figure Skating Championships - senior men's singles,men's singles,Estonia,2019
2019-2020 Estonian Figure Skating Championships - senior ladies' singles,ladies' singles,Estonia,2019
2019-2020 Spanish Figure Skating Championships - senior synchronized skating,synchronized skating,Spain,2019
2019-2020 Spanish Figure Skating Championships - senior men's singles,men's singles,Spain,2019
2019-2020 Spanish Figure Skating Championships - senior ladies' singles,ladies' singles,Spain,2019
2019-2020 Spanish Figure Skating Championships - senior pair skating,pair skating,Spain,2019
2019-2020 Spanish Figure Skating Championships - senior ice dancing,ice dance,Spain,2019
2019-2020 Belarusian Figure Skating Championships - senior ice dancing,ice dance,Belarus,2019
2019-2020 Croatian Figure Skating Championships - senior men's singles,men's singles,Croatia,2019
2019-2020 Croatian Figure Skating Championships - senior ladies' singles,ladies' singles,Croatia,2019
2019-2020 Croatian Figure Skating Championships - senior synchronized skating,synchronized skating,Croatia,2019
2019-2020 Finnish Figure Skating Championships - senior men's singles,men's singles,Finland,2019
2019-2020 Finnish Figure Skating Championships - senior ladies' singles,ladies' singles,Finland,2019
2019-2020 Finnish Figure Skating Championships - senior ice dancing,ice dance,Finland,2019
2019 Latvian Figure Skating Championships - senior men's singles,men's singles,Latvia,2019
2019 Latvian Figure Skating Championships - senior ladies' singles,ladies' singles,Latvia,2019
2019 Latvian Figure Skating Championships - senior ice dancing,ice dance,Latvia,2019
2019 Latvian Figure Skating Championships - senior synchronized skating,synchronized skating,Latvia,2019
2019-2020 Slovenian Figure Skating Championships - senior ladies' singles,ladies' singles,Slovenia,2019
2019-2020 Ukrainian Figure Skating Championships - men's singles,men's singles,Ukraine,2019
2019-2020 Ukrainian Figure Skating Championships - ladies' singles,ladies' singles,Ukraine,2019
2019-2020 Ukrainian Figure Skating Championships - pair skating,pair skating,Ukraine,2019
basketball at the 2019 European Games – men's tournament,basketball,Belarus,2019
basketball at the 2019 European Games – women's tournament,basketball,Belarus,2019
water polo at the 2019 Summer Universiade – men's tournament,water polo,Italy,2019
handball at the 2019 Pan American Games – women's tournament,handball,Peru,2019
Q65234022,carom billiards,Belgium,2019
Q65234026,three-cushion billiards,Portugal,2019
2019–20 ISU Speed Skating World Cup – World Cup 1,long track speed skating,Belarus,2019
2019–20 ISU Speed Skating World Cup – World Cup 2,long track speed skating,Poland,2019
2019–20 ISU Speed Skating World Cup – World Cup 3,long track speed skating,Kazakhstan,2019
handball at the 2019 Pan American Games – men's tournament,handball,Peru,2019
2019–20 DHB-Pokal Women,handball,Germany,2019
2019 Survival 3C Masters 3,three-cushion billiards,Turkey,2019
2019 Junior Grand Prix France - men's singles,men's singles,France,2019
2019 Junior Grand Prix France - ladies' singles,ladies' singles,France,2019
2019 Junior Grand Prix France - ice dancing,ice dance,France,2019
2019 Philadelphia Summer International - senior ladies' singles,ladies' singles,United States,2019
2019 Philadelphia Summer International - senior men's singles,men's singles,United States,2019
2019 Philadelphia Summer International - junior men's singles,men's singles,United States,2019
2019-2020 Chinese Taipei Figure Skating Championships - senior men's singles,men's singles,Taiwan,2019
2019-2020 Chinese Taipei Figure Skating Championships - senior ladies' singles,ladies' singles,Taiwan,2019
2019 NRW Trophy - senior ice dancing,ice dance,Germany,2019
2019 Tayside Trophy - senior men's singles,men's singles,United Kingdom,2019
2019 Tayside Trophy - senior ladies' singles,ladies' singles,United Kingdom,2019
2019 Junior Grand Prix United States - men's singles,men's singles,United States,2019
2019 Junior Grand Prix United States - ladies' singles,ladies' singles,United States,2019
2019 Junior Grand Prix United States - pair skating,pair skating,United States,2019
2019 Junior Grand Prix United States - ice dancing,ice dance,United States,2019
2019 Junior Grand Prix Latvia - men's singles,men's singles,Latvia,2019
2019 Junior Grand Prix Latvia - ladies' singles,ladies' singles,Latvia,2019
2019 Junior Grand Prix Latvia - ice dancing,ice dance,Latvia,2019
2019 AIBA World Boxing Championships – featherweight,boxing,Russia,2019
2019 AIBA World Boxing Championships – lightweight,boxing,Russia,2019
2019 AIBA World Boxing Championships – welterweight,boxing,Russia,2019
2019 AIBA World Boxing Championships – middleweight,boxing,Russia,2019
2019 AIBA World Boxing Championships – light heavyweight,boxing,Russia,2019
2019 AIBA World Boxing Championships – heavyweight,boxing,Russia,2019
2019 AIBA World Boxing Championships – super heavyweight,boxing,Russia,2019
2019 Junior Grand Prix Russia - men's singles,men's singles,Russia,2019
2019 Junior Grand Prix Russia - ladies' singles,ladies' singles,Russia,2019
2019 Junior Grand Prix Russia - pair skating,pair skating,Russia,2019
2019 Junior Grand Prix Russia - ice dancing,ice dance,Russia,2019
2019 CS Autumn Classic International - men's singles,men's singles,Canada,2019
2019 CS Autumn Classic International - ladies' singles,ladies' singles,Canada,2019
2019 CS Autumn Classic International - ice dancing,ice dance,Canada,2019
2019 Lombardia Trophy - men's singles,men's singles,Italy,2019
2019 Lombardia Trophy - ladies' singles,ladies' singles,Italy,2019
2019 Lombardia Trophy - ice dancing,ice dance,Italy,2019
wrestling at the 2019 Pan American Games,wrestling,Peru,2019
wrestling at the 2019 Pan American Games,amateur wrestling,Peru,2019
2018–19 Biathlon World Cup – Stage 4,biathlon,Germany,2019
2018–19 Biathlon World Cup – Stage 5,biathlon,Germany,2019
2018–19 Biathlon World Cup – Stage 6,biathlon,Italy,2019
2018–19 Biathlon World Cup – Stage 7,biathlon,Canada,2019
2018–19 Biathlon World Cup – Stage 8,biathlon,United States,2019
2018–19 Biathlon World Cup – Stage 9,biathlon,Norway,2019
2019-2020 Ukrainian Figure Skating Championships - ice dancing,ice dance,Ukraine,2019
2019 Romanian Figure Skating Championships - men's singles,men's singles,Romania,2019
2019 Romanian Figure Skating Championships - ladies' singles,ladies' singles,Romania,2019
2019 Survival 3C Masters 4,carom billiards,South Korea,2019
2019 Junior Grand Prix Poland - men's singles,men's singles,Poland,2019
2019 Junior Grand Prix Poland - ladies' singles,ladies' singles,Poland,2019
2019 Junior Grand Prix Poland - pair skating,pair skating,Poland,2019
2019 Junior Grand Prix Poland - ice dancing,ice dance,Poland,2019
2019 CS U.S. International Figure Skating Classic - men's singles,men's singles,United States,2019
2019 CS U.S. International Figure Skating Classic - ladies' singles,ladies' singles,United States,2019
2019 CS U.S. International Figure Skating Classic - pair skating,pair skating,United States,2019
2019 CS U.S. International Figure Skating Classic - ice dancing,ice dance,United States,2019
2019 CS Ondrej Nepela Trophy - men's singles,men's singles,Slovakia,2019
2019 CS Ondrej Nepela Trophy - ladies' singles,ladies' singles,Slovakia,2019
2019 CS Ondrej Nepela Trophy - ice dancing,ice dance,Slovakia,2019
2019 ISU World Team Trophy in Figure Skating - men's singles,men's singles,Japan,2019
2019 ISU World Team Trophy in Figure Skating - ladies' singles,ladies' singles,Japan,2019
2019 ISU World Team Trophy in Figure Skating - pair skating,pair skating,Japan,2019
2019 ISU World Team Trophy in Figure Skating - ice dancing,ice dance,Japan,2019
2019 CS Nebelhorn Trophy - men's singles,men's singles,Germany,2019
2019 CS Nebelhorn Trophy - ladies' singles,ladies' singles,Germany,2019
2019 CS Nebelhorn Trophy - pair skating,pair skating,Germany,2019
2019 CS Nebelhorn Trophy - ice dancing,ice dance,Germany,2019
2019 Junior Grand Prix Croatia - men's singles,men's singles,Croatia,2019
2019 Junior Grand Prix Croatia - ladies' singles,ladies' singles,Croatia,2019
2019 Junior Grand Prix Croatia - pair skating,pair skating,Croatia,2019
2019 Junior Grand Prix Croatia - ice dancing,ice dance,Croatia,2019
2019 Masters de patinage - senior men's singles,men's singles,France,2019
2019 Masters de patinage - senior ladies' singles,ladies' singles,France,2019
2019 Masters de patinage - senior pair skating,pair skating,France,2019
2019 Masters de patinage - senior ice dancing,ice dance,France,2019
2019 Masters de patinage - senior synchronized skating,synchronized skating,France,2019
2019 Mezzaluna Cup - senior ice dancing,ice dance,Italy,2019
2019 Shanghai Trophy - men's singles,men's singles,People's Republic of China,2019
2019 Shanghai Trophy - ladies' singles,ladies' singles,People's Republic of China,2019
2019 Shanghai Trophy - pair skating,pair skating,People's Republic of China,2019
2019 Shanghai Trophy - ice dancing,ice dance,People's Republic of China,2019
2019 Junior Grand Prix Italy - men's singles,men's singles,Italy,2019
2019 Junior Grand Prix Italy - ladies' singles,ladies' singles,Italy,2019
2019 Junior Grand Prix Italy - ice dancing,ice dance,Italy,2019
2019 Tirnavia Ice Cup - senior men's singles,men's singles,Slovakia,2019
2019 Tirnavia Ice Cup - senior ladies' singles,ladies' singles,Slovakia,2019
2019 Bosphorus Cup - senior men's singles,men's singles,Turkey,2019
2019 Bosphorus Cup - senior ladies' singles,ladies' singles,Turkey,2019
2019 Bosphorus Cup - senior ice dancing,ice dance,Turkey,2019
2019 Santa Claus Cup - senior men's singles,men's singles,Hungary,2019
2019 Santa Claus Cup - senior ladies' singles,ladies' singles,Hungary,2019
2019 Santa Claus Cup - senior ice dancing,ice dance,Hungary,2019
2020 KNSB Dutch Single Distance Championships – Men's 1000 m,speed skating,Netherlands,2019
2020 KNSB Dutch Single Distance Championships – Men's 1500 m,speed skating,Netherlands,2019
2020 KNSB Dutch Single Distance Championships – Men's 500 m,speed skating,Netherlands,2019
2020 KNSB Dutch Single Distance Championships – Men's 5000 m,speed skating,Netherlands,2019
"2020 KNSB Dutch Single Distance Championships – Men's 10,000 m",speed skating,Netherlands,2019
2020 KNSB Dutch Single Distance Championships – Women's 1000 m,speed skating,Netherlands,2019
2020 KNSB Dutch Single Distance Championships – Women's 5000 m,speed skating,Netherlands,2019
2020 KNSB Dutch Single Distance Championships – Women's 500 m,speed skating,Netherlands,2019
2020 KNSB Dutch Single Distance Championships – Women's 3000 m,speed skating,Netherlands,2019
2020 KNSB Dutch Single Distance Championships – Women's 1500 m,speed skating,Netherlands,2019
water polo at the 2019 Southeast Asian Games – men's tournament,water polo,Philippines,2019
water polo at the 2019 Southeast Asian Games – women's tournament,water polo,Philippines,2019
2020 KNSB Dutch Single Distance Championships – Women's mass start,long track speed skating,Netherlands,2019
2020 KNSB Dutch Single Distance Championships – Men's mass start,long track speed skating,Netherlands,2019
2019 Coupe du Printemps - senior ladies' singles,ladies' singles,Luxembourg,2019
2019 Coupe du Printemps - senior men's singles,men's singles,Luxembourg,2019
2019 Coppa Europa - senior men's singles,men's singles,Italy,2019
2019 Coppa Europa - senior ladies' singles,ladies' singles,Italy,2019
2019 World Figure Skating Championships - men's singles,men's singles,Japan,2019
2019 World Figure Skating Championships - ladies' singles,ladies' singles,Japan,2019
2019 World Figure Skating Championships - pair skating,pair skating,Japan,2019
2019 World Figure Skating Championships - ice dancing,ice dance,Japan,2019
Q62647289,three-cushion billiards,Vietnam,2019
2019 Egna Spring Trophy - senior men's singles,men's singles,Italy,2019
2019 Egna Spring Trophy - senior ladies' singles,ladies' singles,Italy,2019
2019 Egna Spring Trophy - senior pair skating,pair skating,Italy,2019
2019 Skate Victoria - senior men's singles,men's singles,Bulgaria,2019
2019 Skate Victoria - senior ladies' singles,ladies' singles,Bulgaria,2019
2019 Triglav Trophy - senior men's singles,men's singles,Slovenia,2019
2019 Triglav Trophy - senior ladies' singles,ladies' singles,Slovenia,2019
2018 Judo Grand Prix Tunis,judo,Tunisia,2018
men's volleyball at the 2018 Central American and Caribbean Games,volleyball,Colombia,2018
2018 Junior Grand Prix Lithuania - men's singles,men's singles,Lithuania,2018
2018 Junior Grand Prix Lithuania - ladies' singles,ladies' singles,Lithuania,2018
2018 Junior Grand Prix Lithuania - ice dance,ice dance,Lithuania,2018
2018 Junior Grand Prix Canada - ladies' singles,ladies' singles,Canada,2018
2018 CS Lombardia Trophy - ladies' singles,ladies' singles,Italy,2018
2018 CS Lombardia Trophy - men's singles,men's singles,Italy,2018
2018 CS Lombardia Trophy - pairs,pair skating,Italy,2018
2018 CS Lombardia Trophy - ice dance,ice dance,Italy,2018
2018 Junior Grand Prix Canada - men's singles,men's singles,Canada,2018
2018 Junior Grand Prix Canada - ice dance,ice dance,Canada,2018
2018 Junior Grand Prix Canada - pairs,pair skating,Canada,2018
2018 CS U.S. International Figure Skating Classic - pairs,pair skating,United States,2018
2018 CS U.S. International Figure Skating Classic - men's singles,men's singles,United States,2018
2018 CS U.S. International Figure Skating Classic - ice dance,ice dance,United States,2018
2018 CS U.S. International Figure Skating Classic - ladies' singles,ladies' singles,United States,2018
2018 CS Ondrej Nepela Trophy - ladies' singles,ladies' singles,Slovakia,2018
2018 CS Ondrej Nepela Trophy - men's singles,men's singles,Slovakia,2018
2018 CS Ondrej Nepela Trophy - pairs,pair skating,Slovakia,2018
2018 CS Autumn Classic - pairs,pair skating,Canada,2018
2018 CS Autumn Classic - ladies' singles,ladies' singles,Canada,2018
2018 CS Autumn Classic - ice dance,ice dance,Canada,2018
2018 CS Autumn Classic - men's singles,men's singles,Canada,2018
2018 CS Ondrej Nepela Trophy - ice dance,ice dance,Slovakia,2018
Q56706604,baseball,Netherlands,2018
2018 CS Nebelhorn Trophy - ladies' singles,ladies' singles,Germany,2018
2018 CS Nebelhorn Trophy - men's singles,men's singles,Germany,2018
2018 CS Nebelhorn Trophy - pairs,pair skating,Germany,2018
2018 CS Nebelhorn Trophy - ice dance,ice dance,Germany,2018
2018 World Figure Skating Championships - men's singles,men's singles,Italy,2018
2018 Junior Grand Prix Czech Republic - ladies' singles,ladies' singles,Czech Republic,2018
2018 Junior Grand Prix Czech Republic - men's singles,men's singles,Czech Republic,2018
2018 Junior Grand Prix Czech Republic - pairs,pair skating,Czech Republic,2018
2018 Junior Grand Prix Czech Republic - ice dance,ice dance,Czech Republic,2018
2018 Junior Grand Prix Slovenia - ladies' singles,ladies' singles,Slovenia,2018
2018 Junior Grand Prix Slovenia - men's singles,men's singles,Slovenia,2018
2018 Junior Grand Prix Slovenia - ice dance,ice dance,Slovenia,2018
2018 CS Finlandia Trophy - pairs,pair skating,Finland,2018
2018 CS Finlandia Trophy - men's singles,men's singles,Finland,2018
2018 CS Finlandia Trophy - ladies' singles,ladies' singles,Finland,2018
2018 CS Finlandia Trophy - ice dance,ice dance,Finland,2018
2018 Junior Grand Prix Armenia - ladies' singles,ladies' singles,Armenia,2018
2018 Junior Grand Prix Armenia - men's singles,men's singles,Armenia,2018
2018 Junior Grand Prix Armenia - ice dance,ice dance,Armenia,2018
2018 Skate America - men's singles,men's singles,United States,2018
2018 Skate America - ladies' singles,ladies' singles,United States,2018
2018 Skate America - pairs,pair skating,United States,2018
2018 Skate America - ice dance,ice dance,United States,2018
2018 Minsk-Arena Ice Star - men's singles,men's singles,Belarus,2018
2018 Minsk-Arena Ice Star - ladies' singles,ladies' singles,Belarus,2018
2018 Chinese Taipei Figure Skating Championships - senior men's singles,men's singles,Taiwan,2018
2018 Chinese Taipei Figure Skating Championships - senior ladies' singles,ladies' singles,Taiwan,2018
2018 Pavel Roman Memorial - senior ice dancing,ice dance,Czech Republic,2018
2018-2019 Spanish Figure Skating Championships - senior men's singles,men's singles,Spain,2018
2018-2019 Spanish Figure Skating Championships - senior ladies' singles,ladies' singles,Spain,2018
2018-2019 Spanish Figure Skating Championships - senior ice dancing,ice dance,Spain,2018
2018-2019 Spanish Figure Skating Championships - senior pair skating,pair skating,Spain,2018
2018-2019 Turkish Figure Skating Championships - senior ladies' singles,ladies' singles,Turkey,2018
2018-2019 Turkish Figure Skating Championships - senior men's singles,men's singles,Turkey,2018
2018 World Figure Skating Championships - ladies' singles,ladies' singles,Italy,2018
2018 World Figure Skating Championships - pair skating,pair skating,Italy,2018
2018 World Figure Skating Championships - ice dancing,ice dance,Italy,2018
2018 Minsk-Arena Ice Star - ice dance,ice dance,Belarus,2018
2018 Minsk-Arena Ice Star - pairs,pair skating,Belarus,2018
2018 Minsk-Arena Ice Star - junior ice dance,ice dance,Belarus,2018
2018 Minsk-Arena Ice Star - junior ladies' singles,ladies' singles,Belarus,2018
2018 Minsk-Arena Ice Star - junior men's singles,men's singles,Belarus,2018
2018 Minsk-Arena Ice Star - junior pairs,pair skating,Belarus,2018
Q57550064,short-track speed skating,Italy,2018
Alta Valtellina Trophy 2018 - Women's Junior A - 500m,short-track speed skating,Italy,2018
Q57550867,short-track speed skating,Italy,2018
Q57551046,short-track speed skating,Italy,2018
Alta Valtellina Trophy 2018 - Women's Junior A - 1000m,short-track speed skating,Italy,2018
2018 Skate Canada International - men's singles,men's singles,Canada,2018
2018 Skate Canada International - ladies' singles,ladies' singles,Canada,2018
2018 Skate Canada International - pairs,pair skating,Canada,2018
2018 Skate Canada International - ice dance,ice dance,Canada,2018
2018 Grand Prix of Helsinki - pair skating,pair skating,Finland,2018
2018 Grand Prix of Helsinki - ladies' singles,ladies' singles,Finland,2018
2018 Grand Prix of Helsinki - ice dance,ice dance,Finland,2018
2018 Grand Prix of Helsinki - men's singles,men's singles,Finland,2018
Volvo Open Cup 37th - senior men's singles,men's singles,Latvia,2018
Volvo Open Cup 37th - senior ladies' singles,ladies' singles,Latvia,2018
Volvo Open Cup 37th - senior pairs,pair skating,Latvia,2018
Volvo Open Cup 37th - senior ice dance,ice dance,Latvia,2018
2018 CS Asian Open Figure Skating Trophy - men's singles,men's singles,Thailand,2018
2018 CS Asian Open Figure Skating Trophy - pair skating,pair skating,Thailand,2018
2018 CS Asian Open Figure Skating Trophy - ice dancing,ice dance,Thailand,2018
2018 CS Asian Open Figure Skating Trophy - ladies' singles,ladies' singles,Thailand,2018
2018 NHK Trophy - ice dance,ice dance,Japan,2018
2018 NHK Trophy - pair skating,pair skating,Japan,2018
2018 NHK Trophy - ladies' singles,ladies' singles,Japan,2018
2018 NHK Trophy - men's singles,men's singles,Japan,2018
2018–19 Grand Prix of Figure Skating Final - men's singles,men's singles,Canada,2018
2018–19 Grand Prix of Figure Skating Final - ladies' singles,ladies' singles,Canada,2018
2018–19 Grand Prix of Figure Skating Final - pair skating,pair skating,Canada,2018
2018–19 Grand Prix of Figure Skating Final - ice dance,ice dance,Canada,2018
2018 CS Inge Solar Memorial – Alpen Trophy - men's singles,men's singles,Austria,2018
2018 CS Inge Solar Memorial – Alpen Trophy - ladies' singles,ladies' singles,Austria,2018
2018 CS Inge Solar Memorial – Alpen Trophy - ice dance,ice dance,Austria,2018
2018 CS Inge Solar Memorial – Alpen Trophy - pair skating,pair skating,Austria,2018
2018-2019 ISU Junior Grand Prix Final - men's singles,men's singles,Canada,2018
2018-2019 ISU Junior Grand Prix Final - ladies' singles,ladies' singles,Canada,2018
2018-2019 ISU Junior Grand Prix Final - pair skating,pair skating,Canada,2018
2018-2019 ISU Junior Grand Prix Final - ice dance,ice dance,Canada,2018
2018 Triglav Trophy - men's singles,men's singles,Slovenia,2018
2018 Triglav Trophy - ladies' singles,ladies' singles,Slovenia,2018
2018 Rostelecom Cup - men's singles,men's singles,Russia,2018
2018 Rostelecom Cup - ladies' singles,ladies' singles,Russia,2018
2018 Rostelecom Cup - pair skating,pair skating,Russia,2018
2018 Rostelecom Cup - ice dance,ice dance,Russia,2018
2018–19 ISU Speed Skating World Cup – World Cup 1,long track speed skating,Japan,2018
2018 Warsaw Cup - senior men's singles,men's singles,Poland,2018
2018 Warsaw Cup - senior ladies' singles,ladies' singles,Poland,2018
2018 Warsaw Cup - senior ice dance,ice dance,Poland,2018
2018–19 ISU Speed Skating World Cup – World Cup 2,long track speed skating,Japan,2018
2018 Internationaux de France - men's singles,men's singles,France,2018
2018 Internationaux de France - ladies' singles,ladies' singles,France,2018
2018 Internationaux de France - pair skating,pair skating,France,2018
2018 Internationaux de France - ice dance,ice dance,France,2018
2018–19 ISU Speed Skating World Cup – World Cup 3,long track speed skating,Poland,2018
2018 CS Tallinn Trophy - men's singles,men's singles,Estonia,2018
2018 CS Tallinn Trophy - ladies' singles,ladies' singles,Estonia,2018
2018 CS Tallinn Trophy - ice dance,ice dance,Estonia,2018
2018 CS Tallinn Trophy - pair skating,pair skating,Estonia,2018
Bosphorus Istanbul Cup 2018 - senior men's singles,men's singles,Turkey,2018
Bosphorus Istanbul Cup 2018 - senior ladies' singles,ladies' singles,Turkey,2018
Bosphorus Istanbul Cup 2018 - senior ice dance,ice dance,Turkey,2018
2018 Denkova-Staviski Cup - senior men's singles,men's singles,Bulgaria,2018
2018 Denkova-Staviski Cup - senior ladies' singles,ladies' singles,Bulgaria,2018
2018 Open d'Andorra - senior men's singles,men's singles,Andorra,2018
2018 Open d'Andorra - senior ladies' singles,ladies' singles,Andorra,2018
2018 Open d'Andorra - senior ice dance,ice dance,Andorra,2018
2018 Christmas Cup - senior men's singles,men's singles,Hungary,2018
2018 Christmas Cup - senior ladies' singles,ladies' singles,Hungary,2018
2018 Christmas Cup - senior ice dance,ice dance,Hungary,2018
2018 British Figure Skating Championships - senior men's singles,men's singles,United Kingdom,2018
2018 British Figure Skating Championships - senior ladies' singles,ladies' singles,United Kingdom,2018
2018 British Figure Skating Championships - senior pair skating,pair skating,United Kingdom,2018
2018 British Figure Skating Championships - senior ice dancing,ice dance,United Kingdom,2018
2018 CS Golden Spin of Zagreb - ladies' singles,ladies' singles,Croatia,2018
2018 CS Golden Spin of Zagreb - ice dance,ice dance,Croatia,2018
2018 CS Golden Spin of Zagreb - men's singles,men's singles,Croatia,2018
2018 CS Golden Spin of Zagreb - pair skating,pair skating,Croatia,2018
2018–19 ISU Speed Skating World Cup – World Cup 4,long track speed skating,Netherlands,2018
2019 French Figure Skating Championships - ladies' singles,ladies' singles,France,2018
2019 French Figure Skating Championships - pair skating,pair skating,France,2018
2019 French Figure Skating Championships - synchronized skating,synchronized skating,France,2018
2019 French Figure Skating Championships - men's singles,men's singles,France,2018
2019 French Figure Skating Championships - ice dance,ice dance,France,2018
2019 Four National Figure Skating Championships - senior ladies,ladies' singles,Hungary,2018
2019 Four National Figure Skating Championships - senior men,men's singles,Hungary,2018
2019 Four National Figure Skating Championships - senior ice dance,ice dance,Hungary,2018
2018–19 Japan Figure Skating Championships - men's singles,men's singles,Japan,2018
2018–19 Japan Figure Skating Championships - ladies' singles,ladies' singles,Japan,2018
2018–19 Japan Figure Skating Championships - pair skating,pair skating,Japan,2018
2018–19 Japan Figure Skating Championships - ice dance,ice dance,Japan,2018
2019 Russian Figure Skating Championships - men's singles,men's singles,Russia,2018
2019 Russian Figure Skating Championships - ladies' singles,ladies' singles,Russia,2018
2018 European Athletics Championships – women's shot put,athletics,Germany,2018
2018 Junior Grand Prix Slovakia - men's singles,men's singles,Slovakia,2018
2018 Junior Grand Prix Slovakia - ice dancing,ice dance,Slovakia,2018
2018 Junior Grand Prix Slovakia - pair skating,pair skating,Slovakia,2018
2018 Junior Grand Prix Slovakia - ladies' singles,ladies' singles,Slovakia,2018
2018 Junior Grand Prix Austria - men's singles,men's singles,Austria,2018
2018 Junior Grand Prix Austria - ice dancing,ice dance,Austria,2018
2018 Junior Grand Prix Austria - pair skating,pair skating,Austria,2018
2018 Junior Grand Prix Austria - ladies' singles,ladies' singles,Austria,2018
2019 Russian Figure Skating Championships - pair skating,pair skating,Russia,2018
2019 Russian Figure Skating Championships - ice dance,ice dance,Russia,2018
2019 Ukrainian Figure Skating Championships - men's singles,men's singles,Ukraine,2018
2019 Ukrainian Figure Skating Championships - ladies' singles,ladies' singles,Ukraine,2018
2019 Ukrainian Figure Skating Championships - pair skating,pair skating,Ukraine,2018
2019 Ukrainian Figure Skating Championships - ice dance,ice dance,Ukraine,2018
2019 German Figure Skating Championships - men's singles,men's singles,Germany,2018
2019 German Figure Skating Championships - ladies' singles,ladies' singles,Germany,2018
2019 German Figure Skating Championships - pair skating,pair skating,Germany,2018
2019 German Figure Skating Championships - ice dancing,ice dance,Germany,2018
2019 Belgian Figure Skating Championships - ladies' singles,ladies' singles,Belgium,2018
2019 Chinese Figure Skating Championships - men's singles,men's singles,People's Republic of China,2018
2019 Chinese Figure Skating Championships - ladies' singles,ladies' singles,People's Republic of China,2018
2019 Chinese Figure Skating Championships - pair skating,pair skating,People's Republic of China,2018
2019 Chinese Figure Skating Championships - ice dance,ice dance,People's Republic of China,2018
2018 Philadelphia Summer International - men's singles,men's singles,United States,2018
2018 Philadelphia Summer International - ladies' singles,ladies' singles,United States,2018
2018 NRW Trophy - ice dancing,ice dance,Germany,2018
2018 Masters de patinage - senior men's singles,men's singles,France,2018
2018 Masters de patinage - senior ladies' singles,ladies' singles,France,2018
2018 Masters de patinage - senior pair skating,pair skating,France,2018
2018 Masters de patinage - senior ice dancing,ice dance,France,2018
2018 Masters de patinage - senior synchronized skating,synchronized skating,France,2018
2018 Halloween Cup - senior men's singles,men's singles,Hungary,2018
2018 Halloween Cup - senior ladies' singles,ladies' singles,Hungary,2018
2018 Halloween Cup - senior ice dancing,ice dance,Hungary,2018
2018 Crystal Skate of Romania - senior men's singles,men's singles,Romania,2018
2018 Crystal Skate of Romania - senior ladies' singles,ladies' singles,Romania,2018
30th Golden Bear of Zagreb - senior men's singles,men's singles,Croatia,2018
30th Golden Bear of Zagreb - senior ladies' singles,ladies' singles,Croatia,2018
2018-2019 Australian Figure Skating Championships - senior men's singles,men's singles,Australia,2018
2018-2019 Australian Figure Skating Championships - senior ladies' singles,ladies' singles,Australia,2018
2018-2019 Australian Figure Skating Championships - senior pair skating,pair skating,Australia,2018
